panel_id	kind	gene	c_hgvs	p_hgvs	drug_name	review_status	risk_level	evidence_level	cancer_scope	secondary_review_status	source_refs	source_file	source_row	verdict	verdict_reason	reviewer	review_date	disposition
crc_301_msi	gene	ZNF703				provisional_runtime	medium	exploratory_crc_expression_evidence	colorectal_cancer_background_only	pending_report_group_review	"[{""type"": ""historical_report_corpus"", ""id"": ""crc_reviewed_final_reports_migration_20260614""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/80139"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/80139""}, {""type"": ""web"", ""id"": ""https://pubmed.ncbi.nlm.nih.gov/25017610/"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/25017610/""}]"	panels/crc_358_msi/rules/reviewed_part3_knowledge.yaml	304	通过(治理级)	当前缺少将任意ZNF703体细胞序列变异作为结直肠癌用药标志的充分证据，因此仅作转录调控相关背景说明，不单独形成治疗结论	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	drug	FANCA			奥拉帕利（Olaparib）	provisional_runtime	high	cross_cancer_level_d	prostate_ddr_cohort_not_crc_independent_efficacy	pending_report_group_review	"[{""type"": ""historical_report_corpus"", ""id"": ""crc_reviewed_final_reports_migration_20260614""}, {""type"": ""web"", ""id"": ""https://pubmed.ncbi.nlm.nih.gov/26510020/"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/26510020/""}, {""type"": ""pubmed"", ""id"": ""PMID:26510020"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/26510020/""}]"	panels/crc_358_msi/rules/reviewed_part3_knowledge.yaml	1	有条件·暂缓runtime	PMID:26510020 属实、限LoF/Ⅱ类;provisional 却 runtime_eligible=true → BPI-KB-01,需交付层门禁而非直接下线	Claude(AI一审)	2026-07-14	报告组决定FANCA显示策略后再定
crc_301_msi	gene	ABCB1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/5243"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/5243""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	1	通过(治理级)	任意体细胞变异不能直接解释为化疗耐药	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	ALDH1A1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/216"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/216""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	2	通过(治理级)	ALDH1A1表达或功能变化可能影响醛类代谢，但单个位点在结直肠癌中的治疗意义通常不明确，需结合变异类型和功能证据	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	AREG				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/374"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/374""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	3	通过(治理级)	DNA序列变异不能替代表达水平或配体水平检测，也不能单独预测抗EGFR药物疗效	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	C8ORF34				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/116328"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/116328""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	4	通过(治理级)	其他变异不直接形成毒性或剂量结论	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CBR3				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/874"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/874""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	5	通过(治理级)	CBR3变异可能影响特定药物代谢，但必须按具体等位基因和药物证据解释，不能由任意变异推导疗效或毒性	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CDA				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/978"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/978""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	6	通过(治理级)	只有经验证的功能等位基因及对应药物证据可用于药物提示	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CEP72				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/55722"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/55722""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	7	通过(治理级)	其他变异不作同等外推	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CTLA4				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1493"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1493""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	8	通过(治理级)	CTLA4基因变异、表达和免疫治疗反应并非等价指标	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CXCL12				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/6387"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/6387""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	9	通过(治理级)	CXCL12变异通常不足以单独形成治疗结论，需结合通路状态、表达、变异功能及癌种证据综合评估	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CYP19A1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1588"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1588""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	10	通过(治理级)	结直肠癌体细胞变异不自动提示内分泌治疗	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CYP2D6				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1565"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1565""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	11	通过(治理级)	CYP2D6必须基于规范星号等位基因、拷贝数和表型翻译进行药物基因组学解释，单个未分相变异不能直接判定代谢型	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	CYP2E1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1571"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1571""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	12	通过(治理级)	无明确指南关联的位点不形成剂量或疗效建议	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	DCK				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1633"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1633""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	13	通过(治理级)	DCK活性可能影响核苷类似物敏感性，但基因变异需有具体功能和临床药物证据后才能形成用药结论	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	DOK5				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/55816"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/55816""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	14	通过(治理级)	DOK5在结直肠癌中的位点级临床证据有限，检出变异时以通路背景解释，不单独给出药物结论	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	DPYD				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1806"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1806""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	15	通过(治理级)	高风险等位基因可关联氟嘧啶严重毒性，但任意体细胞变异不能直接套用	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	DYNC2H1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/79659"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/79659""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	16	通过(治理级)	DYNC2H1体细胞变异在结直肠癌中的直接临床意义通常有限，需结合变异致病性和功能证据谨慎解释	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	ERCC1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/2067"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/2067""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	17	通过(治理级)	单个变异不能直接预测铂类敏感性，需结合功能、双等位状态及临床证据	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	GALNT14				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/79623"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/79623""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	18	通过(治理级)	其他变异仅作功能背景说明	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	GGH				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/8836"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/8836""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	19	通过(治理级)	GGH变异可能影响叶酸/抗叶酸代谢，但临床解释必须结合具体等位基因和药物证据，不能由任意变异推断疗效	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	GSTM1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/2944"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/2944""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	20	通过(治理级)	不以单一体细胞变异直接判断化疗反应	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	GSTP1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/2950"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/2950""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	21	通过(治理级)	其他变异不直接形成耐药或毒性结论	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	MTHFR				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/4524"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/4524""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	22	通过(治理级)	MTHFR常见胚系多态性可影响叶酸代谢，但不能脱离基因型组合、叶酸状态和具体药物证据推导剂量或疗效	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	MTRR				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/4552"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/4552""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	23	通过(治理级)	普通体细胞变异通常不形成用药结论	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	NQO1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/1728"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/1728""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	24	通过(治理级)	NQO1变异与药物或毒性关联具有底物和人群特异性，仅解释经验证的功能等位基因	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	NT5C3A				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/51251"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/51251""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	25	通过(治理级)	NT5C3A功能可能影响嘧啶核苷酸代谢，但变异需有明确功能和药物证据后才可用于临床提示	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	RRM1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/6240"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/6240""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	26	通过(治理级)	单个变异不足以直接预测吉西他滨等药物疗效	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	SEMA3C				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/10512"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/10512""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	27	通过(治理级)	SEMA3C位点级临床证据有限，检出变异时以功能和通路背景解释，不直接形成治疗建议	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
crc_301_msi	gene	SLC19A1				provisional_runtime	low_to_medium	functional_background_only	colorectal_report_background_no_automatic_drug_claim	pending_report_group_review	"[{""type"": ""database"", ""id"": ""NCBI_GENE_REFSEQ""}, {""type"": ""web"", ""id"": ""https://www.ncbi.nlm.nih.gov/gene/6573"", ""url"": ""https://www.ncbi.nlm.nih.gov/gene/6573""}]"	panels/crc_301_msi/rules/reviewed_part3_knowledge.yaml	28	通过(治理级)	SLC19A1变异可能影响叶酸或抗叶酸药物转运，但需限定具体等位基因、药物和临床证据	Claude(AI一审)	2026-07-14	可入报告组二审(措辞抽检后批量确认)
